PRO_COM_T,comune,COD_PROV,COD_REG,pop_totale,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female,indice_vecchiaia,indice_dipendenza,pct_giovani,pct_anziani,rapporto_mascolinita
001001,AgliÃ¨,1,1,2584,283,1579,722,1259,1325,255.1,63.6,11.0,27.9,95.0
001002,Airasca,1,1,3698,438,2312,948,1873,1825,216.4,59.9,11.8,25.6,102.6
001003,Ala di Stura,1,1,468,47,296,125,240,228,266.0,58.1,10.0,26.7,105.3
001004,Albiano d'Ivrea,1,1,1633,166,989,478,791,842,288.0,65.1,10.2,29.3,93.9
001006,Almese,1,1,6231,685,3848,1698,3034,3197,247.9,61.9,11.0,27.3,94.9
001007,Alpette,1,1,235,18,130,87,125,110,483.3,80.8,7.7,37.0,113.6
001008,Alpignano,1,1,16513,1666,9917,4930,8238,8275,295.9,66.5,10.1,29.9,99.6
001009,Andezeno,1,1,1979,241,1226,512,995,984,212.4,61.4,12.2,25.9,101.1
001010,Andrate,1,1,468,36,285,147,252,216,408.3,64.2,7.7,31.4,116.7
001011,Angrogna,1,1,794,69,519,206,421,373,298.6,53.0,8.7,25.9,112.9
001012,Arignano,1,1,1076,109,688,279,559,517,256.0,56.4,10.1,25.9,108.1
001013,Avigliana,1,1,12035,1267,7485,3283,5896,6139,259.1,60.8,10.5,27.3,96.0
001014,Azeglio,1,1,1224,130,741,353,603,621,271.5,65.2,10.6,28.8,97.1
001015,Bairo,1,1,778,91,453,234,366,412,257.1,71.7,11.7,30.1,88.8
001016,Balangero,1,1,3095,316,1850,929,1493,1602,294.0,67.3,10.2,30.0,93.2
001017,Baldissero Canavese,1,1,493,55,271,167,241,252,303.6,81.9,11.2,33.9,95.6
001018,Baldissero Torinese,1,1,3692,384,2277,1031,1801,1891,268.5,62.1,10.4,27.9,95.2
001019,Balme,1,1,97,9,61,27,51,46,300.0,59.0,9.3,27.8,110.9
001020,Banchette,1,1,3097,314,1901,882,1494,1603,280.9,62.9,10.1,28.5,93.2
001021,Barbania,1,1,1563,153,947,463,787,776,302.6,65.0,9.8,29.6,101.4
001022,Bardonecchia,1,1,2853,272,1809,772,1435,1418,283.8,57.7,9.5,27.1,101.2
001023,Barone Canavese,1,1,525,48,306,171,264,261,356.3,71.6,9.1,32.6,101.1
001024,Beinasco,1,1,17272,1832,10425,5015,8334,8938,273.7,65.7,10.6,29.0,93.2
001025,Bibiana,1,1,3362,399,2117,846,1761,1601,212.0,58.8,11.9,25.2,110.0
001026,Bobbio Pellice,1,1,527,44,319,164,257,270,372.7,65.2,8.3,31.1,95.2
001027,Bollengo,1,1,2099,228,1268,603,1057,1042,264.5,65.5,10.9,28.7,101.4
001028,Borgaro Torinese,1,1,11523,1390,7079,3054,5586,5937,219.7,62.8,12.1,26.5,94.1
001029,Borgiallo,1,1,587,76,354,157,301,286,206.6,65.8,12.9,26.7,105.2
001030,Borgofranco d'Ivrea,1,1,3424,345,2091,988,1644,1780,286.4,63.7,10.1,28.9,92.4
001031,Borgomasino,1,1,770,78,467,225,374,396,288.5,64.9,10.1,29.2,94.4
001032,Borgone Susa,1,1,2250,239,1377,634,1150,1100,265.3,63.4,10.6,28.2,104.5
001033,Bosconero,1,1,3044,389,1829,826,1499,1545,212.3,66.4,12.8,27.1,97.0
001034,Brandizzo,1,1,8772,1125,5500,2147,4274,4498,190.8,59.5,12.8,24.5,95.0
001035,Bricherasio,1,1,4611,543,2889,1179,2303,2308,217.1,59.6,11.8,25.6,99.8
001036,Brosso,1,1,387,34,234,119,189,198,350.0,65.4,8.8,30.7,95.5
001037,Brozolo,1,1,423,40,267,116,214,209,290.0,58.4,9.5,27.4,102.4
001038,Bruino,1,1,8364,944,5290,2130,4097,4267,225.6,58.1,11.3,25.5,96.0
001039,Brusasco,1,1,1495,144,906,445,754,741,309.0,65.0,9.6,29.8,101.8
001040,Bruzolo,1,1,1513,185,941,387,751,762,209.2,60.8,12.2,25.6,98.6
001041,Buriasco,1,1,1289,170,774,345,635,654,202.9,66.5,13.2,26.8,97.1
001042,Burolo,1,1,1095,100,595,400,520,575,400.0,84.0,9.1,36.5,90.4
001043,Busano,1,1,1578,204,993,381,807,771,186.8,58.9,12.9,24.1,104.7
001044,Bussoleno,1,1,5766,561,3409,1796,2811,2955,320.1,69.1,9.7,31.1,95.1
001045,Buttigliera Alta,1,1,6222,720,3766,1736,3074,3148,241.1,65.2,11.6,27.9,97.6
001046,Cafasse,1,1,3388,360,2088,940,1688,1700,261.1,62.3,10.6,27.7,99.3
001047,Caluso,1,1,7338,799,4430,2109,3563,3775,264.0,65.6,10.9,28.7,94.4
001048,Cambiano,1,1,5884,638,3546,1700,2848,3036,266.5,65.9,10.8,28.9,93.8
001049,Campiglione Fenile,1,1,1297,153,789,355,639,658,232.0,64.4,11.8,27.4,97.1
001050,Candia Canavese,1,1,1143,94,685,364,544,599,387.2,66.9,8.2,31.8,90.8
001051,Candiolo,1,1,5563,697,3443,1423,2779,2784,204.2,61.6,12.5,25.6,99.8
001052,Canischio,1,1,269,20,159,90,136,133,450.0,69.2,7.4,33.5,102.3
001053,Cantalupa,1,1,2581,267,1596,718,1268,1313,268.9,61.7,10.3,27.8,96.6
001054,Cantoira,1,1,645,73,378,194,356,289,265.8,70.6,11.3,30.1,123.2
001055,Caprie,1,1,2014,207,1244,563,1020,994,272.0,61.9,10.3,28.0,102.6
001056,Caravino,1,1,891,69,563,259,435,456,375.4,58.3,7.7,29.1,95.4
001057,Carema,1,1,697,79,397,221,344,353,279.7,75.6,11.3,31.7,97.5
001058,Carignano,1,1,9250,1077,5764,2409,4600,4650,223.7,60.5,11.6,26.0,98.9
001059,Carmagnola,1,1,27971,3465,17635,6871,13749,14222,198.3,58.6,12.4,24.6,96.7
001060,Casalborgone,1,1,1865,183,1132,550,902,963,300.5,64.8,9.8,29.5,93.7
001061,Cascinette d'Ivrea,1,1,1503,181,908,414,716,787,228.7,65.5,12.0,27.5,91.0
001062,Caselette,1,1,3024,344,1906,774,1513,1511,225.0,58.7,11.4,25.6,100.1
001063,Caselle Torinese,1,1,13738,1679,8830,3229,6806,6932,192.3,55.6,12.2,23.5,98.2
001064,Castagneto Po,1,1,1748,174,1084,490,895,853,281.6,61.3,10.0,28.0,104.9
001065,Castagnole Piemonte,1,1,2168,252,1368,548,1104,1064,217.5,58.5,11.6,25.3,103.8
001066,Castellamonte,1,1,9839,1157,6102,2580,4897,4942,223.0,61.2,11.8,26.2,99.1
001067,Castelnuovo Nigra,1,1,417,29,247,141,221,196,486.2,68.8,7.0,33.8,112.8
001068,Castiglione Torinese,1,1,6519,789,4142,1588,3236,3283,201.3,57.4,12.1,24.4,98.6
001069,Cavagnolo,1,1,2357,272,1435,650,1171,1186,239.0,64.3,11.5,27.6,98.7
001070,Cavour,1,1,5373,629,3292,1452,2688,2685,230.8,63.2,11.7,27.0,100.1
001071,Cercenasco,1,1,1760,194,1052,514,861,899,264.9,67.3,11.0,29.2,95.8
001072,Ceres,1,1,957,69,586,302,494,463,437.7,63.3,7.2,31.6,106.7
001073,Ceresole Reale,1,1,139,10,83,46,78,61,460.0,67.5,7.2,33.1,127.9
001074,Cesana Torinese,1,1,887,61,565,261,491,396,427.9,57.0,6.9,29.4,124.0
001075,Chialamberto,1,1,336,20,187,129,160,176,645.0,79.7,6.0,38.4,90.9
001076,Chianocco,1,1,1494,106,885,503,742,752,474.5,68.8,7.1,33.7,98.7
001077,Chiaverano,1,1,1958,196,1128,634,974,984,323.5,73.6,10.0,32.4,99.0
001078,Chieri,1,1,35822,3979,22143,9700,17273,18549,243.8,61.8,11.1,27.1,93.1
001079,Chiesanuova,1,1,229,28,143,58,121,108,207.1,60.1,12.2,25.3,112.0
001080,Chiomonte,1,1,838,76,467,295,415,423,388.2,79.4,9.1,35.2,98.1
001081,Chiusa di San Michele,1,1,1524,157,975,392,785,739,249.7,56.3,10.3,25.7,106.2
001082,Chivasso,1,1,26038,2942,16115,6981,12576,13462,237.3,61.6,11.3,26.8,93.4
001083,Ciconio,1,1,358,49,220,89,182,176,181.6,62.7,13.7,24.9,103.4
001084,Cintano,1,1,225,28,131,66,119,106,235.7,71.8,12.4,29.3,112.3
001085,Cinzano,1,1,340,30,213,97,177,163,323.3,59.6,8.8,28.5,108.6
001086,CiriÃ¨,1,1,18083,1768,11048,5267,8668,9415,297.9,63.7,9.8,29.1,92.1
001087,Claviere,1,1,199,27,133,39,100,99,144.4,49.6,13.6,19.6,101.0
001088,Coassolo Torinese,1,1,1460,160,899,401,739,721,250.6,62.4,11.0,27.5,102.5
001089,Coazze,1,1,3371,326,2136,909,1681,1690,278.8,57.8,9.7,27.0,99.5
001090,Collegno,1,1,47590,5148,29108,13334,22720,24870,259.0,63.5,10.8,28.0,91.4
001091,Colleretto Castelnuovo,1,1,354,31,230,93,186,168,300.0,53.9,8.8,26.3,110.7
001092,Colleretto Giacosa,1,1,576,54,361,161,286,290,298.1,59.6,9.4,28.0,98.6
001093,Condove,1,1,4422,440,2640,1342,2143,2279,305.0,67.5,10.0,30.3,94.0
001094,Corio,1,1,3106,278,1909,919,1577,1529,330.6,62.7,9.0,29.6,103.1
001095,Cossano Canavese,1,1,410,29,240,141,208,202,486.2,70.8,7.1,34.4,103.0
001096,Cuceglio,1,1,917,92,571,254,462,455,276.1,60.6,10.0,27.7,101.5
001097,Cumiana,1,1,7814,835,4853,2126,3932,3882,254.6,61.0,10.7,27.2,101.3
001098,CuorgnÃ¨,1,1,9483,1057,5817,2609,4728,4755,246.8,63.0,11.1,27.5,99.4
001099,Druento,1,1,8942,1096,5552,2294,4383,4559,209.3,61.1,12.3,25.7,96.1
001100,Exilles,1,1,241,15,162,64,121,120,426.7,48.8,6.2,26.6,100.8
001101,Favria,1,1,4962,631,3117,1214,2446,2516,192.4,59.2,12.7,24.5,97.2
001102,Feletto,1,1,2151,263,1332,556,1083,1068,211.4,61.5,12.2,25.8,101.4
001103,Fenestrelle,1,1,466,31,260,175,238,228,564.5,79.2,6.7,37.6,104.4
001104,Fiano,1,1,2638,298,1622,718,1322,1316,240.9,62.6,11.3,27.2,100.5
001105,Fiorano Canavese,1,1,725,56,439,230,365,360,410.7,65.1,7.7,31.7,101.4
001106,Foglizzo,1,1,2278,258,1422,598,1129,1149,231.8,60.2,11.3,26.3,98.3
001107,Forno Canavese,1,1,3152,309,1895,948,1636,1516,306.8,66.3,9.8,30.1,107.9
001108,Frassinetto,1,1,272,22,162,88,163,109,400.0,67.9,8.1,32.4,149.5
001109,Front,1,1,1590,162,991,437,804,786,269.8,60.4,10.2,27.5,102.3
001110,Frossasco,1,1,2846,295,1756,795,1411,1435,269.5,62.1,10.4,27.9,98.3
001111,Garzigliana,1,1,564,60,333,171,276,288,285.0,69.4,10.6,30.3,95.8
001112,Gassino Torinese,1,1,9208,954,5642,2612,4448,4760,273.8,63.2,10.4,28.4,93.4
001113,Germagnano,1,1,1131,105,673,353,577,554,336.2,68.1,9.3,31.2,104.2
001114,Giaglione,1,1,585,42,343,200,288,297,476.2,70.6,7.2,34.2,97.0
001115,Giaveno,1,1,16361,1616,10044,4701,8050,8311,290.9,62.9,9.9,28.7,96.9
001116,Givoletto,1,1,4060,518,2596,946,2015,2045,182.6,56.4,12.8,23.3,98.5
001117,Gravere,1,1,684,40,403,241,355,329,602.5,69.7,5.8,35.2,107.9
001118,Groscavallo,1,1,183,19,91,73,99,84,384.2,101.1,10.4,39.9,117.9
001119,Grosso,1,1,1004,105,635,264,492,512,251.4,58.1,10.5,26.3,96.1
001120,Grugliasco,1,1,36410,3847,21657,10906,17502,18908,283.5,68.1,10.6,30.0,92.6
001121,Ingria,1,1,44,4,21,19,26,18,475.0,109.5,9.1,43.2,144.4
001122,Inverso Pinasca,1,1,677,50,421,206,350,327,412.0,60.8,7.4,30.4,107.0
001123,Isolabella,1,1,355,40,221,94,176,179,235.0,60.6,11.3,26.5,98.3
001124,Issiglio,1,1,434,49,263,122,219,215,249.0,65.0,11.3,28.1,101.9
001125,Ivrea,1,1,22544,2197,13481,6866,10824,11720,312.5,67.2,9.7,30.5,92.4
001126,La Cassa,1,1,1719,177,1126,416,872,847,235.0,52.7,10.3,24.2,103.0
001127,La Loggia,1,1,8673,1123,5506,2044,4302,4371,182.0,57.5,12.9,23.6,98.4
001128,Lanzo Torinese,1,1,5038,519,3068,1451,2484,2554,279.6,64.2,10.3,28.8,97.3
001129,Lauriano,1,1,1356,156,838,362,662,694,232.1,61.8,11.5,26.7,95.4
001130,Leini,1,1,16339,2156,10303,3880,8083,8256,180.0,58.6,13.2,23.7,97.9
001131,Lemie,1,1,153,6,89,58,89,64,966.7,71.9,3.9,37.9,139.1
001132,Lessolo,1,1,1748,156,1046,546,845,903,350.0,67.1,8.9,31.2,93.6
001133,Levone,1,1,476,53,280,143,232,244,269.8,70.0,11.1,30.0,95.1
001134,Locana,1,1,1280,94,705,481,617,663,511.7,81.6,7.3,37.6,93.1
001135,Lombardore,1,1,1735,189,1131,415,877,858,219.6,53.4,10.9,23.9,102.2
001136,Lombriasco,1,1,1090,124,678,288,565,525,232.3,60.8,11.4,26.4,107.6
001137,LoranzÃ¨,1,1,1204,140,767,297,626,578,212.1,57.0,11.6,24.7,108.3
001139,Luserna San Giovanni,1,1,7118,706,4240,2172,3480,3638,307.6,67.9,9.9,30.5,95.7
001140,Lusernetta,1,1,505,55,328,122,259,246,221.8,54.0,10.9,24.2,105.3
001141,LusigliÃ¨,1,1,554,62,353,139,260,294,224.2,56.9,11.2,25.1,88.4
001142,Macello,1,1,1180,132,731,317,587,593,240.2,61.4,11.2,26.9,99.0
001143,Maglione,1,1,409,47,231,131,201,208,278.7,77.1,11.5,32.0,96.6
001144,Marentino,1,1,1269,122,775,372,639,630,304.9,63.7,9.6,29.3,101.4
001145,Massello,1,1,56,3,32,21,34,22,700.0,75.0,5.4,37.5,154.5
001146,Mathi,1,1,3674,365,2257,1052,1835,1839,288.2,62.8,9.9,28.6,99.8
001147,Mattie,1,1,679,57,445,177,346,333,310.5,52.6,8.4,26.1,103.9
001148,MazzÃ¨,1,1,4298,476,2657,1165,2121,2177,244.7,61.8,11.1,27.1,97.4
001149,Meana di Susa,1,1,787,51,480,256,415,372,502.0,64.0,6.5,32.5,111.6
001150,Mercenasco,1,1,1355,179,869,307,712,643,171.5,55.9,13.2,22.7,110.7
001152,Mezzenile,1,1,735,50,446,239,376,359,478.0,64.8,6.8,32.5,104.7
001153,Mombello di Torino,1,1,399,46,229,124,204,195,269.6,74.2,11.5,31.1,104.6
001154,Mompantero,1,1,612,58,382,172,297,315,296.6,60.2,9.5,28.1,94.3
001155,Monastero di Lanzo,1,1,403,29,253,121,249,154,417.2,59.3,7.2,30.0,161.7
001156,Moncalieri,1,1,55442,6366,34128,14948,26973,28469,234.8,62.5,11.5,27.0,94.7
001157,Moncenisio,1,1,44,4,25,15,20,24,375.0,76.0,9.1,34.1,83.3
001158,Montaldo Torinese,1,1,709,69,423,217,355,354,314.5,67.6,9.7,30.6,100.3
001159,Montalenghe,1,1,966,93,619,254,481,485,273.1,56.1,9.6,26.3,99.2
001160,Montalto Dora,1,1,3307,307,2042,958,1654,1653,312.1,61.9,9.3,29.0,100.1
001161,Montanaro,1,1,4974,536,2977,1461,2433,2541,272.6,67.1,10.8,29.4,95.7
001162,Monteu da Po,1,1,824,84,529,211,431,393,251.2,55.8,10.2,25.6,109.7
001163,Moriondo Torinese,1,1,823,91,486,246,416,407,270.3,69.3,11.1,29.9,102.2
001164,Nichelino,1,1,45680,5033,28178,12469,22047,23633,247.7,62.1,11.0,27.3,93.3
001165,Noasca,1,1,97,1,55,41,52,45,4100.0,76.4,1.0,42.3,115.6
001166,Nole,1,1,6660,718,4178,1764,3264,3396,245.7,59.4,10.8,26.5,96.1
001167,Nomaglio,1,1,275,21,165,89,140,135,423.8,66.7,7.6,32.4,103.7
001168,None,1,1,7641,895,4725,2021,3765,3876,225.8,61.7,11.7,26.4,97.1
001169,Novalesa,1,1,525,51,320,154,271,254,302.0,64.1,9.7,29.3,106.7
001170,Oglianico,1,1,1419,173,901,345,693,726,199.4,57.5,12.2,24.3,95.5
001171,Orbassano,1,1,22779,2693,13683,6403,10970,11809,237.8,66.5,11.8,28.1,92.9
001172,Orio Canavese,1,1,730,73,419,238,366,364,326.0,74.2,10.0,32.6,100.5
001173,Osasco,1,1,1161,139,736,286,577,584,205.8,57.7,12.0,24.6,98.8
001174,Osasio,1,1,896,105,556,235,466,430,223.8,61.2,11.7,26.2,108.4
001175,Oulx,1,1,3295,358,2098,839,1693,1602,234.4,57.1,10.9,25.5,105.7
001176,Ozegna,1,1,1164,131,738,295,576,588,225.2,57.7,11.3,25.3,98.0
001177,Palazzo Canavese,1,1,834,86,505,243,408,426,282.6,65.1,10.3,29.1,95.8
001178,Pancalieri,1,1,1945,245,1162,538,950,995,219.6,67.4,12.6,27.7,95.5
001179,Parella,1,1,394,36,221,137,181,213,380.6,78.3,9.1,34.8,85.0
001180,Pavarolo,1,1,1165,142,726,297,581,584,209.2,60.5,12.2,25.5,99.5
001181,Pavone Canavese,1,1,3628,346,2150,1132,1766,1862,327.2,68.7,9.5,31.2,94.8
001183,Pecetto Torinese,1,1,4007,489,2378,1140,1951,2056,233.1,68.5,12.2,28.5,94.9
001184,Perosa Argentina,1,1,3138,321,1827,990,1481,1657,308.4,71.8,10.2,31.5,89.4
001185,Perosa Canavese,1,1,492,46,304,142,238,254,308.7,61.8,9.3,28.9,93.7
001186,Perrero,1,1,547,38,302,207,298,249,544.7,81.1,6.9,37.8,119.7
001187,Pertusio,1,1,744,83,463,198,362,382,238.6,60.7,11.2,26.6,94.8
001188,Pessinetto,1,1,612,50,390,172,316,296,344.0,56.9,8.2,28.1,106.8
001189,Pianezza,1,1,15657,2001,9868,3788,7616,8041,189.3,58.7,12.8,24.2,94.7
001190,Pinasca,1,1,2756,274,1629,853,1337,1419,311.3,69.2,9.9,31.0,94.2
001191,Pinerolo,1,1,35436,3802,21726,9908,17023,18413,260.6,63.1,10.7,28.0,92.5
001192,Pino Torinese,1,1,8336,893,4950,2493,4002,4334,279.2,68.4,10.7,29.9,92.3
001193,Piobesi Torinese,1,1,3764,450,2365,949,1839,1925,210.9,59.2,12.0,25.2,95.5
001194,Piossasco,1,1,17844,2092,11195,4557,8717,9127,217.8,59.4,11.7,25.5,95.5
001195,Piscina,1,1,3288,380,2017,891,1613,1675,234.5,63.0,11.6,27.1,96.3
001196,Piverone,1,1,1224,116,737,371,593,631,319.8,66.1,9.5,30.3,94.0
001197,Poirino,1,1,10165,1215,6424,2526,5080,5085,207.9,58.2,12.0,24.8,99.9
001198,Pomaretto,1,1,935,90,516,329,426,509,365.6,81.2,9.6,35.2,83.7
001199,Pont Canavese,1,1,3017,285,1807,925,1449,1568,324.6,67.0,9.4,30.7,92.4
001200,Porte,1,1,1113,135,719,259,564,549,191.9,54.8,12.1,23.3,102.7
001201,Pragelato,1,1,694,73,472,149,372,322,204.1,47.0,10.5,21.5,115.5
001202,Prali,1,1,251,30,148,73,133,118,243.3,69.6,12.0,29.1,112.7
001203,Pralormo,1,1,1872,257,1122,493,933,939,191.8,66.8,13.7,26.3,99.4
001204,Pramollo,1,1,211,23,129,59,112,99,256.5,63.6,10.9,28.0,113.1
001205,Prarostino,1,1,1238,115,782,341,623,615,296.5,58.3,9.3,27.5,101.3
001206,Prascorsano,1,1,686,67,402,217,348,338,323.9,70.6,9.8,31.6,103.0
001207,Pratiglione,1,1,444,41,260,143,232,212,348.8,70.8,9.2,32.2,109.4
001208,Quagliuzzo,1,1,333,27,208,98,178,155,363.0,60.1,8.1,29.4,114.8
001209,Quassolo,1,1,329,27,192,110,159,170,407.4,71.4,8.2,33.4,93.5
001210,Quincinetto,1,1,991,98,582,311,495,496,317.3,70.3,9.9,31.4,99.8
001211,Reano,1,1,1779,183,1137,459,870,909,250.8,56.5,10.3,25.8,95.7
001212,Ribordone,1,1,43,0,20,23,27,16,0,115.0,0.0,53.5,168.8
001213,Rivalba,1,1,1135,109,733,293,598,537,268.8,54.8,9.6,25.8,111.4
001214,Rivalta di Torino,1,1,20019,2476,12500,5043,9844,10175,203.7,60.2,12.4,25.2,96.7
001215,Riva presso Chieri,1,1,4756,649,3028,1079,2349,2407,166.3,57.1,13.6,22.7,97.6
001216,Rivara,1,1,2421,260,1478,683,1199,1222,262.7,63.8,10.7,28.2,98.1
001217,Rivarolo Canavese,1,1,12303,1485,7570,3248,6048,6255,218.7,62.5,12.1,26.4,96.7
001218,Rivarossa,1,1,1550,157,1011,382,783,767,243.3,53.3,10.1,24.6,102.1
001219,Rivoli,1,1,46551,4639,27474,14438,22366,24185,311.2,69.4,10.0,31.0,92.5
001220,Robassomero,1,1,3056,349,1886,821,1476,1580,235.2,62.0,11.4,26.9,93.4
001221,Rocca Canavese,1,1,1727,176,1092,459,857,870,260.8,58.2,10.2,26.6,98.5
001222,Roletto,1,1,1965,229,1172,564,980,985,246.3,67.7,11.7,28.7,99.5
001223,Romano Canavese,1,1,2711,274,1709,728,1341,1370,265.7,58.6,10.1,26.9,97.9
001224,Ronco Canavese,1,1,383,65,207,111,195,188,170.8,85.0,17.0,29.0,103.7
001225,Rondissone,1,1,1927,240,1203,484,997,930,201.7,60.2,12.5,25.1,107.2
001226,RorÃ,1,1,216,22,136,58,121,95,263.6,58.8,10.2,26.9,127.4
001227,Roure,1,1,740,56,407,277,352,388,494.6,81.8,7.6,37.4,90.7
001228,Rosta,1,1,5074,598,3213,1263,2489,2585,211.2,57.9,11.8,24.9,96.3
001229,Rubiana,1,1,2591,237,1684,670,1363,1228,282.7,53.9,9.1,25.9,111.0
001230,Rueglio,1,1,788,76,486,226,379,409,297.4,62.1,9.6,28.7,92.7
001231,Salassa,1,1,1850,190,1208,452,910,940,237.9,53.1,10.3,24.4,96.8
001232,Salbertrand,1,1,635,75,412,148,333,302,197.3,54.1,11.8,23.3,110.3
001233,Salerano Canavese,1,1,471,42,290,139,232,239,331.0,62.4,8.9,29.5,97.1
001234,Salza di Pinerolo,1,1,65,2,44,19,41,24,950.0,47.7,3.1,29.2,170.8
001235,Samone,1,1,1538,155,982,401,765,773,258.7,56.6,10.1,26.1,99.0
001236,San Benigno Canavese,1,1,6050,772,3823,1455,2993,3057,188.5,58.3,12.8,24.0,97.9
001237,San Carlo Canavese,1,1,4029,486,2498,1045,1986,2043,215.0,61.3,12.1,25.9,97.2
001238,San Colombano Belmonte,1,1,359,31,246,82,189,170,264.5,45.9,8.6,22.8,111.2
001239,San Didero,1,1,493,49,283,161,256,237,328.6,74.2,9.9,32.7,108.0
001240,San Francesco al Campo,1,1,4805,583,3008,1214,2380,2425,208.2,59.7,12.1,25.3,98.1
001241,Sangano,1,1,3624,385,2114,1125,1716,1908,292.2,71.4,10.6,31.0,89.9
001242,San Germano Chisone,1,1,1689,170,1024,495,844,845,291.2,64.9,10.1,29.3,99.9
001243,San Gillio,1,1,3311,427,2134,750,1608,1703,175.6,55.2,12.9,22.7,94.4
001244,San Giorgio Canavese,1,1,2484,261,1572,651,1230,1254,249.4,58.0,10.5,26.2,98.1
001245,San Giorio di Susa,1,1,951,90,569,292,482,469,324.4,67.1,9.5,30.7,102.8
001246,San Giusto Canavese,1,1,3309,365,2032,912,1623,1686,249.9,62.8,11.0,27.6,96.3
001247,San Martino Canavese,1,1,798,84,487,227,399,399,270.2,63.9,10.5,28.4,100.0
001248,San Maurizio Canavese,1,1,10252,1220,6664,2368,5065,5187,194.1,53.8,11.9,23.1,97.6
001249,San Mauro Torinese,1,1,18267,1905,10994,5368,8828,9439,281.8,66.2,10.4,29.4,93.5
001250,San Pietro Val Lemina,1,1,1437,162,837,438,727,710,270.4,71.7,11.3,30.5,102.4
001251,San Ponso,1,1,230,22,146,62,114,116,281.8,57.5,9.6,27.0,98.3
001252,San Raffaele Cimena,1,1,3128,341,1981,806,1541,1587,236.4,57.9,10.9,25.8,97.1
001253,San Sebastiano da Po,1,1,1853,198,1174,481,931,922,242.9,57.8,10.7,26.0,101.0
001254,San Secondo di Pinerolo,1,1,3638,414,2193,1031,1815,1823,249.0,65.9,11.4,28.3,99.6
001255,Sant'Ambrogio di Torino,1,1,4501,500,2874,1127,2240,2261,225.4,56.6,11.1,25.0,99.1
001256,Sant'Antonino di Susa,1,1,4073,460,2534,1079,1963,2110,234.6,60.7,11.3,26.5,93.0
001257,Santena,1,1,10373,1303,6384,2686,5139,5234,206.1,62.5,12.6,25.9,98.2
001258,Sauze di Cesana,1,1,227,18,150,59,125,102,327.8,51.3,7.9,26.0,122.5
001259,Sauze d'Oulx,1,1,1018,93,694,231,532,486,248.4,46.7,9.1,22.7,109.5
001260,Scalenghe,1,1,3199,373,2011,815,1630,1569,218.5,59.1,11.7,25.5,103.9
001261,Scarmagno,1,1,785,81,474,230,390,395,284.0,65.6,10.3,29.3,98.7
001262,Sciolze,1,1,1424,151,873,400,718,706,264.9,63.1,10.6,28.1,101.7
001263,Sestriere,1,1,893,79,633,181,482,411,229.1,41.1,8.8,20.3,117.3
001264,Settimo Rottaro,1,1,469,40,281,148,224,245,370.0,66.9,8.5,31.6,91.4
001265,Settimo Torinese,1,1,45566,4768,28411,12387,22221,23345,259.8,60.4,10.5,27.2,95.2
001266,Settimo Vittone,1,1,1507,162,913,432,762,745,266.7,65.1,10.7,28.7,102.3
001267,Sparone,1,1,903,88,543,272,442,461,309.1,66.3,9.7,30.1,95.9
001268,Strambinello,1,1,236,19,143,74,116,120,389.5,65.0,8.1,31.4,96.7
001269,Strambino,1,1,6018,635,3643,1740,2932,3086,274.0,65.2,10.6,28.9,95.0
001270,Susa,1,1,5776,594,3448,1734,2747,3029,291.9,67.5,10.3,30.0,90.7
001271,Tavagnasco,1,1,747,84,488,175,362,385,208.3,53.1,11.2,23.4,94.0
001272,Torino,1,1,855654,92095,540484,223075,414118,441536,242.2,58.3,10.8,26.1,93.8
001273,Torrazza Piemonte,1,1,2997,352,1911,734,1462,1535,208.5,56.8,11.7,24.5,95.2
001274,Torre Canavese,1,1,597,56,344,197,279,318,351.8,73.5,9.4,33.0,87.7
001275,Torre Pellice,1,1,4585,490,2626,1469,2200,2385,299.8,74.6,10.7,32.0,92.2
001276,Trana,1,1,3744,394,2362,988,1834,1910,250.8,58.5,10.5,26.4,96.0
001278,Traversella,1,1,309,28,177,104,152,157,371.4,74.6,9.1,33.7,96.8
001279,Traves,1,1,505,46,286,173,267,238,376.1,76.6,9.1,34.3,112.2
001280,Trofarello,1,1,10501,1118,6455,2928,5133,5368,261.9,62.7,10.6,27.9,95.6
001281,Usseaux,1,1,177,14,105,58,88,89,414.3,68.6,7.9,32.8,98.9
001282,Usseglio,1,1,179,9,110,60,97,82,666.7,62.7,5.0,33.5,118.3
001283,Vaie,1,1,1317,150,793,374,648,669,249.3,66.1,11.4,28.4,96.9
001284,Val della Torre,1,1,3973,456,2523,994,2026,1947,218.0,57.5,11.5,25.0,104.1
001285,Valgioie,1,1,983,94,646,243,552,431,258.5,52.2,9.6,24.7,128.1
001286,Vallo Torinese,1,1,784,80,497,207,393,391,258.8,57.7,10.2,26.4,100.5
001287,Valperga,1,1,2977,392,1768,817,1430,1547,208.4,68.4,13.2,27.4,92.4
001288,Valprato Soana,1,1,88,7,56,25,43,45,357.1,57.1,8.0,28.4,95.6
001289,Varisella,1,1,828,83,528,217,418,410,261.4,56.8,10.0,26.2,102.0
001290,Vauda Canavese,1,1,1417,154,888,375,720,697,243.5,59.6,10.9,26.5,103.3
001291,Venaus,1,1,843,65,508,270,430,413,415.4,65.9,7.7,32.0,104.1
001292,Venaria Reale,1,1,31886,3256,19279,9351,15436,16450,287.2,65.4,10.2,29.3,93.8
